DATAFLOW,LAST UPDATE,freq,indic_de,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE268,2018,1.61,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE268,2019,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE268,2020,1.67,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE269,2017,1.61,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE269,2018,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE269,2019,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE269,2020,1.70,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26A,2017,1.66,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26A,2018,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26A,2019,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26A,2020,1.71,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26B,2017,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26B,2018,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26B,2019,1.80,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26B,2020,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26C,2017,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26C,2018,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26C,2019,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE26C,2020,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE271,2017,1.43,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE271,2018,1.42,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE271,2019,1.41,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE271,2020,1.34,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE272,2017,1.77,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE272,2018,1.61,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE272,2019,1.94,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE272,2020,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE273,2017,1.56,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE273,2018,1.56,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE273,2019,1.55,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE273,2020,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE274,2017,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE274,2018,1.74,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE274,2019,1.57,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE274,2020,1.77,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE275,2017,1.85,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE275,2018,1.76,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE275,2019,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE275,2020,1.74,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE276,2017,1.76,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE276,2018,1.72,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE276,2019,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE276,2020,1.71,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE277,2017,1.58,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE277,2018,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE277,2019,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE277,2020,1.85,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE278,2017,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE278,2018,1.69,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE278,2019,1.72,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE278,2020,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE279,2017,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE279,2018,1.57,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE279,2019,1.64,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE279,2020,1.63,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27A,2017,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27A,2018,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27A,2019,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27A,2020,1.58,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27B,2017,1.80,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27B,2018,1.81,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27B,2019,1.74,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27B,2020,1.82,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27C,2017,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27C,2018,1.76,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27C,2019,1.83,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27C,2020,1.82,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27D,2017,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27D,2018,1.61,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27D,2019,1.72,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27D,2020,1.77,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27E,2017,1.72,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27E,2018,1.69,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27E,2019,1.78,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE27E,2020,1.70,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE300,2017,1.49,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE300,2018,1.47,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE300,2019,1.43,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE300,2020,1.39,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE401,2017,1.57,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE401,2018,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE401,2019,1.64,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE401,2020,1.55,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE402,2017,1.46,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE402,2018,1.58,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE402,2019,1.56,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE402,2020,1.45,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE403,2017,1.42,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE403,2018,1.40,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE403,2019,1.37,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE403,2020,1.30,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE404,2017,1.50,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE404,2018,1.46,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE404,2019,1.41,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE404,2020,1.37,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE405,2017,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE405,2018,1.63,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE405,2019,1.55,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE405,2020,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE406,2017,1.69,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE406,2018,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE406,2019,1.67,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE406,2020,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE407,2017,1.72,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE407,2018,1.89,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE407,2019,1.82,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE407,2020,1.79,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE408,2017,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE408,2018,1.53,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE408,2019,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE408,2020,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE409,2017,1.69,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE409,2018,1.64,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE409,2019,1.69,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE409,2020,1.58,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40A,2017,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40A,2018,1.61,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40A,2019,1.56,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40A,2020,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40B,2017,1.77,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40B,2018,1.67,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40B,2019,1.64,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40B,2020,1.77,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40C,2017,1.79,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40C,2018,1.79,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40C,2019,1.73,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40C,2020,1.82,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40D,2017,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40D,2018,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40D,2019,1.67,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40D,2020,1.49,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40E,2017,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40E,2018,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40E,2019,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40E,2020,1.56,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40F,2017,1.82,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40F,2018,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40F,2019,1.81,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40F,2020,1.55,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40G,2017,1.77,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40G,2018,1.78,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40G,2019,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40G,2020,1.71,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40H,2017,1.73,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40H,2018,1.78,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40H,2019,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40H,2020,1.66,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40I,2017,1.72,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40I,2018,1.75,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40I,2019,1.70,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE40I,2020,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE501,2017,1.54,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE501,2018,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE501,2019,1.57,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE501,2020,1.52,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE502,2017,1.88,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE502,2018,1.77,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE502,2019,1.80,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE502,2020,1.82,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE600,2017,1.52,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE600,2018,1.50,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE600,2019,1.48,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE600,2020,1.43,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE711,2017,1.51,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE711,2018,1.53,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE711,2019,1.46,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE711,2020,1.42,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE712,2017,1.45,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE712,2018,1.44,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE712,2019,1.38,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE712,2020,1.33,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE713,2017,1.61,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE713,2018,1.75,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE713,2019,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE713,2020,1.61,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE714,2017,1.73,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE714,2018,1.69,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE714,2019,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE714,2020,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE715,2017,1.72,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE715,2018,1.66,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE715,2019,1.72,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE715,2020,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE716,2017,1.66,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE716,2018,1.74,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE716,2019,1.66,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE716,2020,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE717,2017,1.70,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE717,2018,1.74,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE717,2019,1.66,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE717,2020,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE718,2017,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE718,2018,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE718,2019,1.70,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE718,2020,1.54,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE719,2017,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE719,2018,1.66,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE719,2019,1.63,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE719,2020,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71A,2017,1.63,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71A,2018,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71A,2019,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71A,2020,1.66,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71B,2017,1.55,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71B,2018,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71B,2019,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71B,2020,1.68,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71C,2017,1.74,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71C,2018,1.67,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71C,2019,1.67,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71C,2020,1.64,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71D,2017,1.59,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71D,2018,1.64,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71D,2019,1.55,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71D,2020,1.50,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71E,2017,1.63,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71E,2018,1.58,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71E,2019,1.61,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE71E,2020,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE721,2017,1.45,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE721,2018,1.46,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE721,2019,1.43,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE721,2020,1.43,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE722,2017,1.67,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE722,2018,1.62,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE722,2019,1.56,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE722,2020,1.65,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE723,2017,1.66,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE723,2018,1.67,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE723,2019,1.50,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE723,2020,1.60,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE724,2017,1.34,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE724,2018,1.34,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,TOTFERRT,NR,DE724,2019,1.33,
